b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013,row,col,distance
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9432624113475178,0.0,0.0,0.0,0.0,16,4,18.24828759089466
0.0,0.0,0.0,0.8776978417266187,0.0,0.8333333333333334,0.9136690647482014,0.0,0.0,0.0,0.0,0.0,0.0,4,20,49.20365840057018
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8581560283687943,0.9,0.0,0.0,0.0,16,11,4.242640687119286
0.0,0.8794326241134752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,36.124783736376884
0.8540145985401459,0.855072463768116,0.0,0.0,0.8591549295774648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,42.42640687119285
0.0,0.0,0.7,0.0,0.7676056338028169,0.7986111111111112,0.0,0.7785714285714286,0.0,0.0,0.0,0.0,0.0,4,10,39.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9148936170212766,0.0,0.0,0.0,0.0,15,6,13.416407864998739
0.0,0.0,0.0,0.8848920863309353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,49.92995093127972
0.8686131386861314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,34.98571136907181
0.0,0.0,0.0,0.0,0.0,0.8402777777777778,0.8848920863309353,0.0,0.0,0.0,0.0,0.0,0.0,5,17,41.677331968349414
0.0,0.9347826086956522,0.7571428571428571,0.0,0.0,0.7083333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,42.1070065428546
0.0,0.9130434782608696,0.9285714285714286,0.8489208633093526,0.0,0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,37.94733192202055
0.0,0.0,0.0,0.8611111111111112,0.0,0.8768115942028986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,41.78516483155236
0.0,0.8985507246376812,0.85,0.8992805755395683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,36.0
0.0,0.8439716312056738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,11,39.1152144312159
0.0,0.8840579710144928,0.0,0.0,0.8591549295774648,0.0,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,5,8,36.49657518178932
0.0,0.8623188405797102,0.0,0.0,0.852112676056338,0.8680555555555556,0.8273381294964028,0.0,0.0,0.0,0.0,0.0,0.0,4,8,39.45883931389771
0.0,0.0,0.0,0.0,0.8591549295774648,0.8263888888888888,0.0,0.8785714285714286,0.0,0.0,0.0,0.0,0.0,9,10,24.0
0.0,0.8623188405797102,0.8,0.0,0.7746478873239436,0.7569444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,42.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8581560283687943,0.9154929577464788,0.8571428571428571,12,15,21.213203435596427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7730496453900709,0.0,0.0,0.0,0.0,15,2,24.73863375370596
0.0,0.8768115942028986,0.0,0.0,0.9014084507042254,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,10,30.0
0.0,0.8623188405797102,0.0,0.0,0.943661971830986,0.8402777777777778,0.0,0.8785714285714286,0.0,0.0,0.0,0.0,0.0,6,9,33.13608305156178
0.7445255474452555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,27.166155414412252
0.0,0.9782608695652174,0.0,0.0,0.8450704225352113,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,7,9,30.14962686336267
0.9270072992700732,0.0,0.0,0.0,0.9154929577464788,0.0,0.0,0.9071428571428573,0.0,0.0,0.0,0.0,0.0,10,8,21.840329667841555
0.0,0.8405797101449275,0.85,0.7913669064748201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,46.57252408878007
0.0,0.8581560283687943,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,16,45.69463863518345
0.0,0.9716312056737588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,42.1070065428546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142857142857144,13,22,37.94733192202055
0.0,0.7101449275362319,0.0,0.0,0.676056338028169,0.0,0.0,0.7642857142857142,0.0,0.0,0.8368794326241135,0.0,0.0,5,9,36.124783736376884
0.0,0.0,0.0,0.0,0.0,0.7847222222222222,0.0,0.0,0.0,0.85,0.0,0.0,0.0,7,8,30.594117081556707
0.0,0.7608695652173914,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,36.49657518178932
0.0,0.8768115942028986,0.8714285714285714,0.8633093525179856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,39.45883931389771
0.9124087591240876,0.8695652173913043,0.0,0.0,0.8591549295774648,0.0,0.0,0.8785714285714286,0.0,0.0,0.0,0.0,0.0,8,8,27.65863337187866
0.8978102189781022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,36.24913792078372
0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.85,0.0,0.0,0.0,0.0,0.0,6,10,33.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7214285714285714,0.0,0.0,0.0,0.0,0.0,9,10,24.0
0.8832116788321168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8226950354609929,0.0,0.0,0.0,0.0,6,7,34.205262752974136
0.0,0.8840579710144928,0.0,0.0,0.8873239436619719,0.0,0.0,0.9142857142857144,0.0,0.0,0.0,0.0,0.0,4,8,39.45883931389771
0.0,0.8115942028985508,0.0,0.7697841726618705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,18,45.79301256742124
0.0,0.8723404255319149,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,9,48.093658625644196
0.0,0.8623188405797102,0.0,0.8776978417266187,0.852112676056338,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,36.124783736376884
0.8832116788321168,0.0,0.85,0.0,0.8873239436619719,0.0,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,8,7,28.460498941515414
0.0,0.0,0.0,0.0,0.0,0.8985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,39.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13,22,37.94733192202055
0.8686131386861314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,35.11409973215888
0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,39.45883931389771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078014184397164,0.8642857142857143,0.0,14,11,9.486832980505138
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.0,0.0,0.0,0.0,0.0,10,11,21.213203435596427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7605633802816901,0.7785714285714286,12,21,36.24913792078372
0.0,0.0,0.8785714285714286,0.0,0.0,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,40.80441152620633
0.0,0.855072463768116,0.0,0.0,0.9507042253521126,0.8472222222222222,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0,5,9,36.124783736376884
0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,41.78516483155236
0.0,0.9420289855072465,0.85,0.0,0.8732394366197183,0.8194444444444444,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0,12,51.35172830587107
0.0,0.0,0.0,0.0,0.7464788732394366,0.0,0.0,0.7071428571428572,0.0,0.0,0.0,0.0,0.0,8,8,27.65863337187866
0.0,0.0,0.8642857142857143,0.0,0.0,0.9652777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,48.373546489791295
0.0,0.8260869565217391,0.8642857142857143,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,43.68065933568311
0.8029197080291971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,5,33.54101966249685
0.0,0.9202898550724636,0.0,0.6762589928057554,0.7746478873239436,0.0,0.0,0.7785714285714286,0.0,0.0,0.0,0.0,0.0,5,8,36.49657518178932
0.0,0.0,0.0,0.0,0.0,0.7083333333333334,0.0,0.7714285714285715,0.0,0.8428571428571429,0.7659574468085106,0.0,0.0,10,9,21.213203435596427
0.0,0.0,0.0,0.0,0.0,0.8055555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,11,42.1070065428546
0.0,0.7318840579710145,0.0,0.0,0.7042253521126759,0.6388888888888888,0.0,0.7285714285714285,0.0,0.7928571428571428,0.8297872340425532,0.7957746478873241,0.7428571428571429,16,9,4.242640687119286
0.0,0.0,0.0,0.8920863309352518,0.0,0.0,0.8417266187050358,0.0,0.0,0.0,0.0,0.0,0.0,4,19,47.43416490252569
0.0,0.8115942028985508,0.8428571428571429,0.7625899280575541,0.0,0.7916666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,13,42.95346318982906
0.0,0.0,0.0,0.0,0.6830985915492958,0.6875,0.0,0.0,0.0,0.7785714285714286,0.0,0.0,0.0,6,10,33.0
0.0,0.0,0.0,0.0,0.0,0.8623188405797102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,14,49.47726750741192
0.0,0.8913043478260869,0.9428571428571428,0.0,0.0,0.8680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,14,37.94733192202055
0.0,0.8695652173913043,0.7785714285714286,0.7482014388489209,0.7816901408450704,0.7430555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,45.09988913511872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9647887323943662,0.0,12,18,28.30194339616981
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285714285714285,12,22,39.0
0.0,0.8985507246376812,0.8857142857142857,0.0,0.9366197183098592,0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,42.42640687119285
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7357142857142858,0.7092198581560284,0.0,0.0,16,6,12.36931687685298
0.0,0.0,0.0,0.0,0.0,0.0,0.8992805755395683,0.0,0.0,0.0,0.0,0.0,0.0,5,16,40.24922359499622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9366197183098592,0.85,14,16,20.12461179749811
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8581560283687943,0.8642857142857143,0.0,0.0,0.0,15,8,8.485281374238571
0.0,0.9290780141843972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,9,36.124783736376884
0.0,0.0,0.8214285714285714,0.0,0.0,0.7708333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,14,43.68065933568311
0.9022556390977444,0.0,0.0,0.0,0.9071428571428573,0.8405797101449275,0.0,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,7,8,30.594117081556707
0.0,0.8652482269503546,0.8819444444444444,0.0,0.0,0.0,0.8450704225352113,0.0,0.0,0.0,0.0,0.0,0.0,3,16,45.69463863518345
0.8832116788321168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,36.24913792078372
0.0,0.0,0.0,0.0,0.0,0.8263888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,39.45883931389771
0.0,0.9645390070921984,0.8680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,45.09988913511872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9361702127659576,0.852112676056338,0.0,14,10,9.0
0.0,0.0,0.0,0.0,0.6549295774647887,0.7152777777777778,0.0,0.7071428571428572,0.0,0.7928571428571428,0.7234042553191491,0.0,0.0,10,10,21.0
0.0,0.8226950354609929,0.0,0.0,0.9,0.0,0.0,0.875,0.0,0.0,0.0,0.0,0.0,7,9,30.14962686336267
0.8321167883211679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,28.460498941515414
0.0,0.8768115942028986,0.0,0.0,0.8943661971830986,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,4,9,39.1152144312159
0.0,0.7101449275362319,0.6714285714285714,0.8273381294964028,0.7183098591549296,0.7291666666666666,0.8992805755395683,0.6714285714285714,0.0,0.0,0.0,0.0,0.0,6,10,33.0
0.0,0.9565217391304348,0.8642857142857143,0.0,0.852112676056338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,42.0
0.0,0.9202898550724636,0.7214285714285714,0.0,0.6971830985915493,0.0,0.0,0.7,0.0,0.0,0.6737588652482269,0.0,0.0,7,9,30.14962686336267
0.0,0.0,0.0,0.0,0.0,0.8541666666666666,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,3,18,48.373546489791295
0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,19,47.43416490252569
0.0,0.0,0.0,0.0,0.0,0.9202898550724636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,40.024992192379
0.0,0.0,0.0,0.0,0.7112676056338029,0.7569444444444444,0.0,0.7357142857142858,0.0,0.7357142857142858,0.7163120567375887,0.6549295774647887,0.0,13,8,13.416407864998739
0.0,0.9787234042553192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,42.0
0.0,0.7536231884057971,0.7857142857142857,0.7553956834532374,0.0,0.7638888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,42.1070065428546
0.8540145985401459,0.8695652173913043,0.0,0.0,0.9718309859154928,0.8402777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,31.32091952673165
0.0,0.927536231884058,0.0,0.0,0.8380281690140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7,31.32091952673165
0.6715328467153284,0.7391304347826086,0.0,0.0,0.8591549295774648,0.0,0.0,0.0,0.0,0.7285714285714285,0.0,0.0,0.0,8,9,27.166155414412252
0.0,0.8768115942028986,0.0,0.0,0.8732394366197183,0.0,0.0,0.8785714285714286,0.0,0.0,0.0,0.0,0.0,5,8,36.49657518178932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8661971830985915,0.8714285714285714,14,18,25.63201123595259
0.0,0.0,0.0,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16,42.95346318982906
0.0,0.9057971014492754,0.9214285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,39.0
0.0,0.0,0.8680555555555556,0.8194444444444444,0.0,0.9130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,13,45.89117562233507
0.0,0.9219858156028368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,51.35172830587107
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,12,22,39.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808510638297872,0.0,0.0,17,14,12.0
0.0,0.0,0.0,0.8489208633093526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,39.0
0.8832116788321168,0.0,0.85,0.0,0.9014084507042254,0.8402777777777778,0.0,0.85,0.0,0.0,0.0,0.0,0.0,8,10,27.0
0.0,0.0,0.0,0.8417266187050358,0.8380281690140845,0.8541666666666666,0.9352517985611508,0.0,0.0,0.0,0.0,0.0,0.0,6,18,40.80441152620633
0.0,0.8439716312056738,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,39.0
0.8686131386861314,0.0,0.0,0.0,0.8873239436619719,0.8680555555555556,0.0,0.8714285714285714,0.0,0.0,0.0,0.0,0.0,7,13,31.32091952673165
0.0,0.0,0.0,0.8705035971223022,0.0,0.8888888888888888,0.8633093525179856,0.0,0.0,0.0,0.0,0.0,0.0,7,17,36.6196668472011
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8785714285714286,0.0,0.852112676056338,0.9,14,9,9.486832980505138
0.0,0.0,0.0,0.0,0.0,0.8819444444444444,0.8705035971223022,0.0,0.0,0.0,0.0,0.0,0.0,5,15,39.0
0.0,0.0,0.0,0.0,0.0,0.8263888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,12,39.45883931389771
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9071428571428573,11,22,40.24922359499622
0.0,0.0,0.0,0.0,0.0,0.8985507246376812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,12,48.373546489791295
0.0,0.0,0.0,0.0,0.0,0.8611111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,40.024992192379
0.0,0.0,0.0,0.8958333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,41.78516483155236
0.0,0.0,0.85,0.0,0.0,0.8958333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,14,46.57252408878007
0.0,0.8439716312056738,0.0,0.0,0.8928571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10,36.0
0.0,0.9130434782608696,0.75,0.7410071942446043,0.7253521126760564,0.7777777777777778,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,4,12,39.45883931389771
0.0,0.7391304347826086,0.0,0.0,0.8380281690140845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,33.54101966249685
0.7372262773722628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,8,24.73863375370596
0.0,0.8723404255319149,0.0,0.0,0.9571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,11,36.124783736376884
0.0,0.8840579710144928,0.0,0.0,0.8591549295774648,0.0,0.0,0.95,0.0,0.8071428571428572,0.8368794326241135,0.0,0.0,9,9,24.186773244895647
0.0,0.0,0.0,0.8561151079136691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,15,41.78516483155236
0.0,0.0,0.0,0.0,0.8661971830985915,0.8194444444444444,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,7,9,30.14962686336267
0.9781021897810219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8297872340425532,0.0,0.0,0.0,0.0,8,4,32.449961479175904
0.0,0.0,0.0,0.9236111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,19,49.92995093127972
0.0,0.9782608695652174,0.7785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,39.1152144312159
0.0,0.8840579710144928,0.8928571428571429,0.8705035971223022,0.0,0.0,0.8776978417266187,0.0,0.0,0.0,0.0,0.0,0.0,3,18,48.373546489791295
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7285714285714285,0.7021276595744681,0.6928571428571428,0.6808510638297872,0.0,0.0,14,8,10.816653826391967
0.0,0.9645390070921984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,9,45.09988913511872
0.0,0.0,0.0,0.0,0.0,0.9637681159420288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,13,37.107950630558946
0.0,0.8581560283687943,0.8194444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,44.598206241955516
0.9197080291970804,0.8913043478260869,0.0,0.0,0.8661971830985915,0.0,0.0,0.9285714285714286,0.0,0.0,0.0,0.0,0.0,9,10,24.0
0.0,0.0,0.0,0.0,0.0,0.6875,0.0,0.8642857142857143,0.0,0.0,0.7163120567375887,0.0,0.0,10,8,21.840329667841555
0.0,0.0,0.8642857142857143,0.0,0.8028169014084507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,9,39.1152144312159
0.0,0.6811594202898551,0.0,0.0,0.7746478873239436,0.7222222222222222,0.0,0.8857142857142857,0.0,0.7928571428571428,0.6808510638297872,0.0,0.0,8,11,27.166155414412252
0.0,0.0,0.0,0.8680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,16,42.95346318982906
0.9124087591240876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,7,28.460498941515414
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9214285714285714,0.8652482269503546,0.0,0.0,11,9,18.24828759089466
0.0,0.0,0.0,0.0,0.9295774647887324,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,8,8,27.65863337187866
0.9927007299270072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,35.11409973215888
0.0,0.8695652173913043,0.8571428571428571,0.8489208633093526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,10,39.0
0.0,0.0,0.0,0.0,0.0,0.8913043478260869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,13,40.024992192379
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,14,22,37.107950630558946
0.0,0.7898550724637681,0.0,0.0,0.0,0.7430555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,40.80441152620633
0.0,0.0,0.0,0.0,0.0,0.9722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,40.80441152620633
0.9197080291970804,0.0,0.0,0.0,0.8661971830985915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,33.54101966249685
0.0,0.8840579710144928,0.8785714285714286,0.0,0.943661971830986,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,2,9,45.09988913511872
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6879432624113475,0.0,0.0,0.0,0.0,12,2,28.30194339616981
0.0,0.0,0.0,0.0,0.9084507042253521,0.8541666666666666,0.0,0.8642857142857143,0.0,0.0,0.0,0.0,0.0,7,10,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8642857142857143,15,22,36.49657518178932
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6950354609929078,0.0,0.0,0.0,0.0,13,4,21.633307652783934
0.0,0.0,0.0,0.0,0.8732394366197183,0.8541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9,42.1070065428546
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8943661971830986,0.8857142857142857,15,15,16.15549442140351
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.8439716312056738,0.0,0.0,14,8,10.816653826391967
0.0,0.0,0.0,0.8680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,18,48.373546489791295
0.0,0.0,0.8714285714285714,0.0,0.0,0.8680555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,10,42.0
0.0,0.0,0.0,0.9027777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,20,54.08326913195984
0.0,0.855072463768116,0.7785714285714286,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,12,45.39823785126467
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8865248226950354,0.0,0.0,0.0,0.0,15,4,18.973665961010276
0.0,0.9219858156028368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,51.35172830587107
0.0,0.0,0.0,0.8201438848920863,0.8591549295774648,0.8472222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,15,39.0
0.0,0.0,0.8571428571428571,0.0,0.0,0.9305555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,14,40.80441152620633
0.0,0.9219858156028368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,51.35172830587107
