location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
S01,10/18/16 11:14,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10/18/16 11:14,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10/18/16 11:14,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10/18/16 11:14,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
S01,10/18/16 11:14,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
S02,10/18/16 11:14,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,10/18/16 11:14,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
T01,10/18/16 11:14,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U02,10/18/16 11:13,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10/18/16 11:13,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10/18/16 11:13,-200,-200,-88,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10/18/16 11:13,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
U01,10/18/16 11:13,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
U02,10/18/16 11:13,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10/18/16 11:06,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10/18/16 11:06,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10/18/16 11:06,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10/18/16 11:06,-200,-63,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J03,10/18/16 11:06,-200,-63,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-72,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-200,-82,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-75,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K03,10/18/16 11:06,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:06,-200,-76,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:05,-200,-76,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:05,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:05,-200,-77,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:05,-200,-75,-75,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
L03,10/18/16 11:05,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-65,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-66,-200,-80,-75,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-64,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-70,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
M03,10/18/16 11:05,-200,-200,-74,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-70,-200,-81,-77,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-72,-200,-82,-75,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-75,-82,-200,-74,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-69,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
N03,10/18/16 11:05,-200,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
O03,10/18/16 11:05,-200,-200,-76,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200
O03,10/18/16 11:05,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O03,10/18/16 11:05,-200,-200,-78,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-82,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-80,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-83,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
P03,10/18/16 11:05,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:05,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:05,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:05,-200,-200,-82,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:05,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:04,-200,-200,-79,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:04,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:04,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q03,10/18/16 11:04,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
R03,10/18/16 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
S03,10/18/16 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10/18/16 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10/18/16 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
T03,10/18/16 11:04,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200
U03,10/18/16 11:04,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10/18/16 11:04,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10/18/16 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
U04,10/18/16 11:04,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:04,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:04,-200,-200,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:04,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:04,-200,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:04,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
T04,10/18/16 11:03,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-200,-59,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-81,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-80,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200
S04,10/18/16 11:03,-200,-200,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10/18/16 11:03,-200,-200,-81,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10/18/16 11:03,-200,-200,-80,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10/18/16 11:03,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10/18/16 11:03,-200,-200,-76,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
R04,10/18/16 11:03,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-78,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-78,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-200,-75,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
Q04,10/18/16 11:03,-200,-78,-73,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200
P04,10/18/16 11:03,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10/18/16 11:03,-200,-80,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10/18/16 11:03,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
P04,10/18/16 11:03,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-77,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-76,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-79,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:03,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-76,-67,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-80,-62,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-76,-63,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-72,-57,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-76,-64,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200
O04,10/18/16 11:02,-200,-76,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10/18/16 11:02,-200,-80,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10/18/16 11:02,-200,-80,-61,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N04,10/18/16 11:02,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10/18/16 11:02,-200,-75,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
N04,10/18/16 11:02,-200,-74,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-80,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M04,10/18/16 11:02,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-70,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-69,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
L04,10/18/16 11:02,-200,-200,-86,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:02,-200,-66,-82,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:02,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-61,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-62,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-67,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-65,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K04,10/18/16 11:01,-200,-65,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-69,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-66,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-75,-82,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J04,10/18/16 11:01,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 11:01,-200,-64,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 11:01,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 11:01,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I04,10/18/16 11:01,-75,-198,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-67,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
I05,10/18/16 11:01,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10/18/16 11:01,-200,-63,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10/18/16 11:00,-200,-64,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200
J05,10/18/16 11:00,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10/18/16 11:00,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
J05,10/18/16 11:00,-200,-66,-200,-200,-82,-200,-200,-200,-200,-200,-200,-200,-200
J05,10/18/16 11:00,-200,-65,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-68,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-77,-200,-78,-200,-76,-200,-200,-200,-200,-200,-200,-200
K05,10/18/16 11:00,-200,-80,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
L05,10/18/16 11:00,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
L05,10/18/16 11:00,-200,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200
L05,10/18/16 11:00,-200,-76,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200
L05,10/18/16 11:00,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
L05,10/18/16 11:00,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
M05,10/18/16 11:00,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200,-200
M05,10/18/16 11:00,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
M05,10/18/16 11:00,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
M05,10/18/16 11:00,-200,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
M05,10/18/16 11:00,-200,-200,-200,-77,-200,-77,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
N05,10/18/16 11:00,-200,-200,-200,-79,-82,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 11:00,-200,-200,-200,-80,-200,-76,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 11:00,-200,-200,-200,-79,-200,-77,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-73,-200,-80,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-81,-200,-73,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-78,-200,-74,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
O05,10/18/16 10:59,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-76,-200,-78,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200
P05,10/18/16 10:59,-200,-200,-200,-79,-200,-75,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200
Q05,10/18/16 10:59,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200
