location,date,b3001,b3002,b3003,b3004,b3005,b3006,b3007,b3008,b3009,b3010,b3011,b3012,b3013
?,11-7-2016 12:28:34,-200,-200,-80,-77,-81,-78,-72,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:33,-81,-200,-80,-76,-200,-79,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:32,-81,-200,-80,-84,-200,-81,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:31,-81,-200,-200,-84,-200,-77,-78,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:30,-81,-200,-200,-84,-200,-77,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:29,-78,-200,-200,-80,-200,-80,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:28,-200,-200,-200,-88,-200,-80,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:27,-200,-200,-200,-200,-200,-80,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:28:26,-200,-200,-200,-200,-200,-85,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:58,-200,-200,-200,-200,-200,-200,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:57,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:56,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:55,-200,-200,-200,-200,-200,-77,-79,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:54,-200,-200,-200,-200,-200,-77,-80,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:53,-200,-200,-200,-200,-200,-81,-80,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:52,-200,-200,-200,-200,-200,-77,-76,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:51,-200,-200,-200,-200,-200,-77,-76,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:50,-200,-200,-200,-200,-200,-77,-81,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:49,-200,-200,-200,-200,-200,-77,-86,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:48,-200,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:47,-200,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:46,-200,-200,-200,-200,-200,-75,-200,-79,-200,-200,-200,-200,-200
?,11-7-2016 12:25:45,-200,-200,-200,-200,-200,-81,-200,-79,-200,-200,-200,-200,-200
?,11-7-2016 12:25:44,-200,-200,-200,-200,-200,-73,-200,-79,-200,-200,-200,-200,-200
?,11-7-2016 12:25:43,-200,-200,-200,-200,-79,-78,-200,-79,-200,-200,-200,-200,-200
?,11-7-2016 12:25:42,-200,-200,-200,-200,-79,-78,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:41,-200,-200,-200,-200,-79,-68,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:40,-200,-200,-200,-200,-79,-67,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:39,-200,-200,-200,-200,-81,-73,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:38,-200,-200,-200,-200,-81,-73,-200,-77,-200,-200,-200,-200,-200
?,11-7-2016 12:25:37,-200,-200,-200,-200,-76,-75,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:36,-200,-200,-200,-200,-79,-75,-200,-79,-200,-200,-200,-200,-200
?,11-7-2016 12:25:35,-200,-78,-200,-200,-79,-78,-200,-80,-200,-200,-200,-200,-200
?,11-7-2016 12:25:34,-200,-78,-200,-200,-75,-81,-200,-80,-200,-200,-200,-200,-200
?,11-7-2016 12:25:33,-79,-78,-200,-200,-75,-82,-200,-77,-200,-200,-200,-200,-200
?,11-7-2016 12:25:32,-79,-78,-200,-200,-74,-82,-200,-75,-200,-200,-200,-200,-200
?,11-7-2016 12:25:31,-79,-77,-200,-200,-74,-82,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:30,-79,-80,-200,-200,-74,-82,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:29,-82,-80,-200,-200,-74,-81,-200,-78,-200,-200,-200,-200,-200
?,11-7-2016 12:25:28,-82,-80,-200,-200,-79,-86,-200,-76,-200,-200,-200,-200,-200
?,11-7-2016 12:25:27,-73,-80,-200,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:26,-81,-200,-200,-200,-77,-200,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:25,-80,-200,-200,-200,-77,-81,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:24,-68,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:23,-72,-200,-200,-200,-81,-81,-200,-81,-200,-200,-200,-200,-200
?,11-7-2016 12:25:22,-65,-200,-200,-200,-80,-81,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:21,-65,-200,-200,-200,-82,-81,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:20,-69,-200,-200,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:19,-69,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:18,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:17,-71,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:16,-76,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:15,-72,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:14,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-7-2016 12:25:13,-77,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,11-7-2016 12:25:12,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,11-7-2016 12:25:11,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,11-7-2016 12:25:10,-79,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,11-7-2016 12:25:09,-78,-200,-200,-200,-200,-200,-200,-200,-84,-200,-200,-200,-200
?,11-7-2016 12:25:08,-78,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:41,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:40,-80,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:39,-75,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:38,-73,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:37,-72,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:36,-82,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:35,-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:34,-75,-200,-200,-200,-78,-83,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:33,-75,-200,-200,-200,-80,-83,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:32,-66,-200,-200,-200,-200,-87,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:31,-65,-200,-200,-200,-200,-86,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:39:30,-76,-200,-200,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:39:29,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:39:28,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:39:27,-72,-200,-200,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:39:26,-200,-79,-200,-200,-76,-200,-200,-75,-200,-200,-200,-200,-200
?,11-2-2016 15:39:25,-200,-79,-200,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:39:24,-200,-79,-200,-200,-75,-200,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:39:23,-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:39:22,-200,-81,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:39:21,-200,-79,-200,-200,-76,-200,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:39:20,-200,-79,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:39:19,-200,-80,-200,-200,-74,-200,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:39:18,-200,-75,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:17,-200,-75,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:16,-200,-76,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:15,-200,-77,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:14,-200,-72,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:13,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:39:11,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:29,-200,-81,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:28,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:27,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:26,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:25,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:24,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:23,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:22,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:21,-200,-80,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:20,-200,-80,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:19,-200,-80,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:18,-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:17,-200,-81,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:16,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:15,-200,-200,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:14,-200,-81,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:13,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:12,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:11,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:10,-200,-80,-200,-200,-76,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:09,-200,-81,-82,-200,-74,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:08,-200,-80,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:07,-200,-200,-82,-200,-73,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:06,-200,-200,-82,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:05,-200,-200,-81,-200,-76,-84,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:04,-200,-200,-87,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:03,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:02,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:01,-200,-200,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:37:00,-200,-200,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:59,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:58,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:57,-200,-80,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:56,-200,-80,-200,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:55,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:54,-200,-80,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:53,-200,-80,-200,-200,-75,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:52,-200,-83,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:51,-200,-81,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:50,-200,-76,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:49,-200,-80,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:48,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:47,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:46,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:45,-200,-200,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:44,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:43,-200,-200,-200,-200,-75,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:42,-200,-200,-200,-200,-73,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:41,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:40,-200,-200,-200,-200,-71,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:39,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:38,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:37,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:36,-200,-200,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:35,-200,-200,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:34,-200,-200,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:33,-200,-200,-200,-200,-73,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:32,-200,-81,-200,-200,-70,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:31,-200,-81,-200,-200,-74,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:30,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:29,-200,-81,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:28,-200,-82,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:27,-200,-87,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:26,-200,-200,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:25,-200,-79,-200,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:24,-200,-79,-78,-200,-77,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:23,-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:22,-200,-79,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:21,-200,-78,-78,-200,-78,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:20,-200,-77,-81,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:19,-200,-79,-200,-200,-81,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:18,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:17,-200,-79,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:36:16,-200,-80,-200,-200,-76,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:36:15,-200,-78,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:36:14,-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:36:13,-200,-80,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:36:12,-200,-75,-200,-200,-75,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:36:11,-200,-79,-200,-200,-78,-200,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:36:10,-200,-78,-200,-200,-79,-200,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:36:09,-200,-78,-200,-200,-75,-200,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:36:08,-200,-78,-200,-200,-72,-200,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:36:07,-200,-200,-200,-200,-72,-200,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:36:06,-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:36:05,-200,-200,-200,-200,-74,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:36:04,-200,-200,-200,-200,-70,-200,-200,-76,-200,-200,-200,-200,-200
?,11-2-2016 15:36:03,-200,-200,-200,-200,-68,-200,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:36:02,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:36:01,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:36:00,-200,-200,-200,-200,-68,-200,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:35:59,-200,-200,-200,-200,-68,-79,-200,-83,-200,-200,-200,-200,-200
?,11-2-2016 15:35:58,-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:57,-200,-79,-200,-200,-66,-79,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:56,-200,-79,-200,-200,-69,-79,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:55,-200,-79,-200,-200,-78,-80,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:54,-79,-75,-200,-200,-68,-80,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:35:53,-79,-80,-200,-200,-64,-77,-200,-81,-200,-200,-200,-200,-200
?,11-2-2016 15:35:52,-79,-200,-200,-200,-69,-78,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:35:51,-79,-200,-200,-200,-58,-79,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:35:50,-78,-80,-200,-200,-59,-81,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:35:49,-200,-80,-200,-200,-60,-81,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:35:48,-200,-80,-200,-200,-60,-78,-200,-74,-200,-200,-200,-200,-200
?,11-2-2016 15:35:47,-81,-80,-200,-200,-62,-78,-200,-73,-200,-200,-200,-200,-200
?,11-2-2016 15:35:46,-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
?,11-2-2016 15:35:45,-81,-81,-200,-200,-69,-78,-200,-72,-200,-200,-200,-200,-200
?,11-2-2016 15:35:44,-81,-80,-200,-200,-65,-77,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:43,-81,-77,-200,-200,-65,-77,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:35:42,-200,-77,-200,-200,-65,-78,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:35:41,-200,-82,-200,-200,-64,-78,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:40,-200,-82,-200,-200,-64,-78,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:35:39,-200,-81,-200,-200,-66,-79,-200,-77,-200,-200,-200,-200,-200
?,11-2-2016 15:35:38,-200,-81,-200,-200,-66,-79,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:35:37,-200,-81,-200,-200,-67,-200,-200,-80,-200,-200,-200,-200,-200
?,11-2-2016 15:35:36,-200,-81,-200,-200,-66,-78,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:35:35,-200,-81,-200,-200,-68,-78,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:34,-200,-82,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:35:33,-200,-77,-200,-200,-65,-78,-200,-78,-200,-200,-200,-200,-200
?,11-2-2016 15:35:32,-200,-82,-200,-200,-65,-78,-200,-79,-200,-200,-200,-200,-200
?,11-2-2016 15:35:31,-200,-81,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:30,-200,-75,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:29,-200,-74,-200,-200,-74,-78,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:28,-200,-74,-200,-200,-70,-78,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:27,-200,-76,-200,-200,-70,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:26,-200,-74,-200,-200,-71,-81,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:25,-200,-70,-200,-200,-71,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:24,-200,-69,-200,-200,-68,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:23,-200,-72,-200,-200,-67,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:22,-200,-72,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:21,-200,-79,-200,-200,-72,-80,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:20,-200,-79,-200,-200,-72,-81,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:19,-200,-72,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:18,-200,-67,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:17,-200,-68,-200,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:16,-200,-71,-200,-200,-76,-200,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:15,-200,-77,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:14,-200,-76,-200,-200,-74,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:13,-200,-76,-76,-200,-67,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:12,-200,-76,-76,-200,-67,-79,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:11,-200,-82,-76,-200,-72,-83,-200,-200,-200,-200,-200,-200,-200
?,11-2-2016 15:35:09,-200,-72,-80,-200,-72,-200,-200,-200,-200,-200,-200,-200,-200
